2.220446049250313e-19 0.0
0.001 0.04890159972315599
0.002 0.10171289807633183
0.003 0.5243202081270303
0.004 0.8386396735687384
0.005 1.0
0.006 0.9678121710074362
0.007 0.9006231459811466
0.008 0.841913323978889
0.009 0.7338743971055885
0.01 0.6045140759683915
0.011 0.5035276779243323
0.012 0.4230463024387174
0.013 0.35779445601493204
0.014 0.3013703384452445
0.015 0.25012144202720016
0.016 0.2071645400157786
0.017 0.1708209829546667
0.018 0.1398200635640654
0.019 0.11318450306978332
0.02 0.09015203850843462
0.021 0.07012058961403948
0.022 0.05322550111796218
0.023 0.046633346093208405
0.024 0.040765048723867776
0.025 0.03552006414748929
0.026 0.030814864518364658
0.027 0.026579562473081245
0.028 0.022755297657292832
0.029 0.019292194087307576
0.03 0.016147749226104725
0.031 0.013285552872602427
0.032 0.010674260389958806
0.033 0.008286763790951262
0.034 0.006099518002055188
0.035 0.0040919897661289804
0.036 0.0033367908110845676
0.037 0.0030514497267722014
0.038 0.002786194451788381
0.039 0.002539223364497238
0.04 0.002308934008034344
0.041 0.0020938969704048047
0.042 0.0018928337114730994
0.043 0.0017045976646043067
0.044 0.001528158067617777
0.045 0.0013625860784135574
0.046 0.0012070428109835706
0.047 0.0010607689919755758
0.048 0.0009230759899444489
0.049 0.0007933380115244089
0.05 0.0006709852930187906
0.051 0.0005554981439121307
0.052 0.00044640172180156245
0.053 0.0003432614371953435
0.054 0.0002456789023068473
0.055 0.00015328835099541528
0.056 6.575346785998729e-05
0.057 2.8574858142764997e-06
0.058 2.7045240105011608e-06
0.059 2.5584899556216847e-06
0.06 2.4189796594124865e-06
0.061 2.285618432583839e-06
0.062 2.1580583439807743e-06
0.063 2.0359759341128297e-06
0.064 1.9190701556613166e-06
0.065 1.8070605153641878e-06
0.066 1.6996853949033799e-06
0.067 1.5967005311965926e-06
0.068 1.4978776388926866e-06
0.069 1.4030031599440007e-06
0.07 1.3118771269270436e-06
0.071 1.2243121283457762e-06
0.072 1.1401323655120372e-06
0.073 1.0591727917849065e-06
0.074 9.812783259882154e-07
0.075 9.06303132734354e-07
0.076 8.341099631797754e-07
0.077 7.645695504385339e-07
0.078 6.975600544973039e-07
0.079 6.329665520196436e-07
0.08 5.706805669081454e-07
0.081 5.10599637918633e-07
0.082 4.526269199976924e-07
0.083 3.9667081634954505e-07
0.084 3.426446385358419e-07
0.085 2.904662921768242e-07
0.086 2.400579860584842e-07
0.087 1.913459626610612e-07
0.088 1.4426024831278983e-07
0.089 9.873442134133537e-08
0.09 5.470539674660227e-08
0.091 1.2113226054214906e-08
0.092 1.185624110215759e-10
0.093 1.1460222068220337e-10
0.094 1.1075470478485341e-10
0.095 1.0701571012549151e-10
0.096 1.0338127504932096e-10
0.097 9.98476188181802e-11
0.098 9.641113166744049e-11
0.099 9.306836550132883e-11
0.1 8.981602517984595e-11
